koid	org	name	op	definition	source
KO10433	298386	TU00543	PBPR_RS05885,PBPR_RS05890		23107454
KO10434	298386	TU00544	PBPR_RS05985,PBPR_RS05990		23107454
KO10435	298386	TU00545	PBPR_RS06015,PBPR_RS06020		23107454
KO10436	298386	TU00546	PBPR_RS06030,PBPR_RS06035		23107454
KO10437	298386	TU00547	PBPR_RS06050,PBPR_RS06055		23107454
KO10438	298386	TU00548	PBPR_RS06070,PBPR_RS06075		23107454
KO10439	298386	TU00549	PBPR_RS06165,PBPR_RS06170		23107454
KO10440	298386	TU00550	PBPR_RS06205,PBPR_RS06210		23107454
KO10441	298386	TU00551	PBPR_RS06320,PBPR_RS06325		23107454
KO10442	298386	TU00552	PBPR_RS06475,PBPR_RS06480		23107454
KO10443	298386	TU00553	PBPR_RS06695,PBPR_RS06700		23107454
KO10444	298386	TU00554	PBPR_RS06815,PBPR_RS06820		23107454
KO10445	298386	TU00555	PBPR_RS07265,PBPR_RS07270		23107454
KO10446	298386	TU00556	PBPR_RS07275,PBPR_RS07280		23107454
KO10447	298386	TU00557	PBPR_RS07355,PBPR_RS07360		23107454
KO10448	298386	TU00558	PBPR_RS07425,PBPR_RS07430		23107454
KO10449	298386	TU00559	PBPR_RS07450,PBPR_RS07455		23107454
KO10450	298386	TU00560	PBPR_RS07645,PBPR_RS07650		23107454
KO10451	298386	TU00561	PBPR_RS07840,PBPR_RS07845		23107454
KO10452	298386	TU00562	PBPR_RS07905,PBPR_RS07910		23107454
KO10453	298386	TU00563	PBPR_RS08005,PBPR_RS08010		23107454
KO10454	298386	TU00564	PBPR_RS08790,PBPR_RS08795		23107454
KO10455	298386	TU00565	PBPR_RS08860,PBPR_RS08865		23107454
KO10457	298386	TU00567	PBPR_RS08990,PBPR_RS08995		23107454
KO10458	298386	TU00568	PBPR_RS09020,PBPR_RS09025		23107454
KO10460	298386	TU00570	PBPR_RS09380,PBPR_RS09385		23107454
KO10462	298386	TU00572	PBPR_RS09480,PBPR_RS09485		23107454
KO10463	298386	TU00573	PBPR_RS09530,PBPR_RS09535		23107454
KO10464	298386	TU00574	PBPR_RS09545,PBPR_RS09550		23107454
KO10465	298386	TU00575	PBPR_RS09600,PBPR_RS09605		23107454
KO10466	298386	TU00576	PBPR_RS09765,PBPR_RS09770		23107454
KO10467	298386	TU00577	PBPR_RS09800,PBPR_RS09805		23107454
KO10469	298386	TU00579	PBPR_RS10320,PBPR_RS10325		23107454
KO10470	298386	TU00580	PBPR_RS10340,PBPR_RS10345		23107454
KO10474	298386	TU00584	PBPR_RS11765,PBPR_RS11770		23107454
KO10476	298386	TU00586	PBPR_RS12190,PBPR_RS12195		23107454
KO10477	298386	TU00587	PBPR_RS12240,PBPR_RS12245		23107454
KO10478	298386	TU00588	PBPR_RS12290,PBPR_RS12295		23107454
KO10479	298386	TU00589	PBPR_RS12395,PBPR_RS12400		23107454
KO10480	298386	TU00590	PBPR_RS12420,PBPR_RS12425		23107454
KO10481	298386	TU00591	PBPR_RS12440,PBPR_RS12445		23107454
KO10482	298386	TU00592	PBPR_RS12510,PBPR_RS12515		23107454
KO10483	298386	TU00593	PBPR_RS12625,PBPR_RS12630		23107454
KO10484	298386	TU00594	PBPR_RS12660,PBPR_RS12665		23107454
KO10485	298386	TU00595	PBPR_RS12850,PBPR_RS12855		23107454
KO10486	298386	TU00596	PBPR_RS12980,PBPR_RS12985		23107454
KO10487	298386	TU00597	PBPR_RS13160,PBPR_RS13165		23107454
KO10488	298386	TU00598	PBPR_RS13290,PBPR_RS13295		23107454
KO10489	298386	TU00599	PBPR_RS13415,PBPR_RS13420		23107454
KO10490	298386	TU00600	PBPR_RS13475,PBPR_RS13480		23107454
KO10491	298386	TU00601	PBPR_RS13485,PBPR_RS13490		23107454
KO10492	298386	TU00602	PBPR_RS13515,PBPR_RS13520		23107454
KO10494	298386	TU00604	PBPR_RS13575,PBPR_RS13580		23107454
KO10495	298386	TU00605	PBPR_RS13590,PBPR_RS13595		23107454
KO10496	298386	TU00606	PBPR_RS13665,PBPR_RS13670		23107454
KO10497	298386	TU00607	PBPR_RS13675,PBPR_RS13680		23107454
KO10498	298386	TU00608	PBPR_RS13770,PBPR_RS13775		23107454
KO10499	298386	TU00609	PBPR_RS13795,PBPR_RS13800		23107454
KO10500	298386	TU00610	PBPR_RS13970,PBPR_RS13975		23107454
KO10502	298386	TU00612	PBPR_RS14460,PBPR_RS14465		23107454
KO10503	298386	TU00613	PBPR_RS14475,PBPR_RS14480		23107454
KO10504	298386	TU00614	PBPR_RS14500,PBPR_RS14505		23107454
KO10505	298386	TU00615	PBPR_RS14725,PBPR_RS14730		23107454
KO10506	298386	TU00616	PBPR_RS14735,PBPR_RS14740		23107454
KO10507	298386	TU00617	PBPR_RS14745,PBPR_RS14750		23107454
KO10509	298386	TU00619	PBPR_RS14770,PBPR_RS14775		23107454
KO10510	298386	TU00620	PBPR_RS14805,PBPR_RS14810		23107454
KO10511	298386	TU00621	PBPR_RS14815,PBPR_RS14820		23107454
KO10512	298386	TU00622	PBPR_RS14835,PBPR_RS14840		23107454
KO10513	298386	TU00623	PBPR_RS14860,PBPR_RS14865		23107454
KO10514	298386	TU00624	PBPR_RS14955,PBPR_RS14960		23107454
KO10515	298386	TU00625	PBPR_RS15030,PBPR_RS15035		23107454
KO10516	298386	TU00626	PBPR_RS15055,PBPR_RS15060		23107454
KO10517	298386	TU00627	PBPR_RS15135,PBPR_RS15140		23107454
KO10518	298386	TU00628	PBPR_RS15165,PBPR_RS15170		23107454
KO10519	298386	TU00629	PBPR_RS15190,PBPR_RS15195		23107454
KO10520	298386	TU00630	PBPR_RS15210,PBPR_RS15215		23107454
KO10521	298386	TU00631	PBPR_RS15220,PBPR_RS15225		23107454
KO10522	298386	TU00632	PBPR_RS15230,PBPR_RS15235		23107454
KO10523	298386	TU00633	PBPR_RS15370,PBPR_RS15375		23107454
KO10524	298386	TU00634	PBPR_RS15730,PBPR_RS15735		23107454
KO10525	298386	TU00635	PBPR_RS15740,PBPR_RS15745		23107454
KO10526	298386	TU00636	PBPR_RS15770,PBPR_RS15775		23107454
KO10527	298386	TU00637	PBPR_RS15840,PBPR_RS15845		23107454
KO10528	298386	TU00638	PBPR_RS15865,PBPR_RS15870		23107454
KO10530	298386	TU00640	PBPR_RS16015,PBPR_RS16020		23107454
KO10531	298386	TU00641	PBPR_RS16155,PBPR_RS16160		23107454
KO10532	298386	TU00642	PBPR_RS16180,PBPR_RS16185		23107454
KO10533	298386	TU00643	PBPR_RS16195,PBPR_RS16200		23107454
KO10534	298386	TU00644	PBPR_RS16290,PBPR_RS16295		23107454
KO10535	298386	TU00645	PBPR_RS16340,PBPR_RS16345		23107454
KO10536	298386	TU00646	PBPR_RS16350,PBPR_RS16355		23107454
KO10537	298386	TU00647	PBPR_RS16405,PBPR_RS16410		23107454
KO10538	298386	TU00648	PBPR_RS16415,PBPR_RS16420		23107454
KO10539	298386	TU00649	PBPR_RS16440,PBPR_RS16445		23107454
KO10540	298386	TU00650	PBPR_RS16535,PBPR_RS16540		23107454
KO10541	298386	TU00651	PBPR_RS16545,PBPR_RS16550		23107454
KO10542	298386	TU00652	PBPR_RS16575,PBPR_RS16580		23107454
KO10543	298386	TU00653	PBPR_RS16590,PBPR_RS16595		23107454
KO10544	298386	TU00654	PBPR_RS16600,PBPR_RS16605		23107454
KO10546	298386	TU00656	PBPR_RS16660,PBPR_RS16665		23107454
KO10547	298386	TU00657	PBPR_RS16795,PBPR_RS16800		23107454
KO10548	298386	TU00658	PBPR_RS16855,PBPR_RS16860		23107454
KO10549	298386	TU00659	PBPR_RS16910,PBPR_RS16915		23107454
KO10550	298386	TU00660	PBPR_RS16960,PBPR_RS16965		23107454
KO10551	298386	TU00661	PBPR_RS17020,PBPR_RS17025		23107454
KO10552	298386	TU00662	PBPR_RS17190,PBPR_RS17195		23107454
KO10553	298386	TU00663	PBPR_RS17345,PBPR_RS17350		23107454
KO10554	298386	TU00664	PBPR_RS17405,PBPR_RS17410		23107454
KO10555	298386	TU00665	PBPR_RS17415,PBPR_RS17420		23107454
KO10556	298386	TU00666	PBPR_RS17425,PBPR_RS17430		23107454
KO10557	298386	TU00667	PBPR_RS17435,PBPR_RS17440		23107454
KO10559	298386	TU00669	PBPR_RS17490,PBPR_RS17495		23107454
KO10560	298386	TU00670	PBPR_RS17670,PBPR_RS17675		23107454
KO10561	298386	TU00671	PBPR_RS17690,PBPR_RS17695		23107454
KO10562	298386	TU00672	PBPR_RS17745,PBPR_RS17750		23107454
KO10563	298386	TU00673	PBPR_RS17855,PBPR_RS17860		23107454
KO10564	298386	TU00674	PBPR_RS17865,PBPR_RS17870		23107454
KO10565	298386	TU00675	PBPR_RS17900,PBPR_RS17905		23107454
KO10566	298386	TU00676	PBPR_RS17960,PBPR_RS17965		23107454
KO10567	298386	TU00677	PBPR_RS18250,PBPR_RS18255		23107454
KO10568	298386	TU00678	PBPR_RS18310,PBPR_RS18315		23107454
KO10569	298386	TU00679	PBPR_RS18320,PBPR_RS18325		23107454
KO10571	298386	TU00681	PBPR_RS18265,PBPR_RS18270,PBPR_RS18275,PBPR_RS18280,PBPR_RS18285,PBPR_RS18290,PBPR_RS18295,PBPR_RS18300,PBPR_RS18305		23107454
KO10572	298386	TU00682	PBPR_RS01690,PBPR_RS01695,PBPR_RS01700,PBPR_RS01705,PBPR_RS01710,PBPR_RS01715,PBPR_RS01720,PBPR_RS01725		23107454
KO10573	298386	TU00683	PBPR_RS15625,PBPR_RS15630,PBPR_RS15635,PBPR_RS15640,PBPR_RS15645,PBPR_RS15650,PBPR_RS15655,PBPR_RS15660		23107454
KO10574	298386	TU00684	PBPR_RS17610,PBPR_RS17615,PBPR_RS17620,PBPR_RS17625,PBPR_RS17630,PBPR_RS17635,PBPR_RS17640		23107454
KO10575	298386	TU00685	PBPR_RS04160,PBPR_RS04165,PBPR_RS04170,PBPR_RS04175,PBPR_RS04180,PBPR_RS04185		23107454
KO10576	298386	TU00686	PBPR_RS13605,PBPR_RS13610,PBPR_RS13615,PBPR_RS13620,PBPR_RS13625,PBPR_RS13630		23107454
KO10577	298386	TU00687	PBPR_RS16355,PBPR_RS16360,PBPR_RS16365,PBPR_RS16370,PBPR_RS16375,PBPR_RS16380		23107454
KO10578	298386	TU00688	PBPR_RS16510,PBPR_RS16515,PBPR_RS16520,PBPR_RS16525,PBPR_RS16530,PBPR_RS16535		23107454
KO10580	298386	TU00690	PBPR_RS01660,PBPR_RS01665,PBPR_RS01670,PBPR_RS01675,PBPR_RS01680		23107454
KO10581	298386	TU00691	PBPR_RS01750,PBPR_RS01755,PBPR_RS01760,PBPR_RS01765,PBPR_RS01770		23107454
KO10583	298386	TU00693	PBPR_RS05520,PBPR_RS05525,PBPR_RS05530,PBPR_RS05535,PBPR_RS05540		23107454
KO10584	298386	TU00694	PBPR_RS12910,PBPR_RS12915,PBPR_RS12920,PBPR_RS12925,PBPR_RS12930		23107454
KO10585	298386	TU00695	PBPR_RS13780,PBPR_RS13785,PBPR_RS13790,PBPR_RS13795,PBPR_RS13800		23107454
KO10586	298386	TU00696	PBPR_RS16130,PBPR_RS16135,PBPR_RS16140,PBPR_RS16145,PBPR_RS16150		23107454
KO10587	298386	TU00697	PBPR_RS16480,PBPR_RS16485,PBPR_RS16490,PBPR_RS16495,PBPR_RS16500		23107454
KO10588	298386	TU00698	PBPR_RS16615,PBPR_RS16620,PBPR_RS16625,PBPR_RS16630,PBPR_RS16635		23107454
KO10589	298386	TU00699	PBPR_RS16995,PBPR_RS17000,PBPR_RS17005,PBPR_RS17010,PBPR_RS17015		23107454
KO10593	298386	TU00703	PBPR_RS03805,PBPR_RS03810,PBPR_RS03815,PBPR_RS03820		23107454
KO10594	298386	TU00704	PBPR_RS03860,PBPR_RS03865,PBPR_RS03870,PBPR_RS03875		23107454
KO10595	298386	TU00705	PBPR_RS04750,PBPR_RS04755,PBPR_RS04760,PBPR_RS04765		23107454
KO10597	298386	TU00707	PBPR_RS05325,PBPR_RS05330,PBPR_RS05335,PBPR_RS05340		23107454
KO10598	298386	TU00708	PBPR_RS05735,PBPR_RS05740,PBPR_RS05745,PBPR_RS05750		23107454
KO10599	298386	TU00709	PBPR_RS09305,PBPR_RS09310,PBPR_RS09315,PBPR_RS09320		23107454
KO10600	298386	TU00710	PBPR_RS12090,PBPR_RS12095,PBPR_RS12100,PBPR_RS12105		23107454
KO10601	298386	TU00711	PBPR_RS12415,PBPR_RS12420,PBPR_RS12425,PBPR_RS12430		23107454
KO10602	298386	TU00712	PBPR_RS15455,PBPR_RS15460,PBPR_RS15465,PBPR_RS15470		23107454
KO10604	298386	TU00714	PBPR_RS16320,PBPR_RS16325,PBPR_RS16330,PBPR_RS16335		23107454
KO10605	298386	TU00715	PBPR_RS17145,PBPR_RS17150,PBPR_RS17155,PBPR_RS17160		23107454
KO10606	298386	TU00716	PBPR_RS17650,PBPR_RS17655,PBPR_RS17660,PBPR_RS17665		23107454
KO10608	298386	TU00718	PBPR_RS18310,PBPR_RS18315,PBPR_RS18320,PBPR_RS18325		23107454
KO10609	298386	TU00719	PBPR_RS00045,PBPR_RS00050,PBPR_RS00055		23107454
KO10610	298386	TU00720	PBPR_RS00085,PBPR_RS00090,PBPR_RS00095		23107454
KO10611	298386	TU00721	PBPR_RS00540,PBPR_RS00545,PBPR_RS00550		23107454
KO10612	298386	TU00722	PBPR_RS00610,PBPR_RS00615,PBPR_RS00620		23107454
KO10614	298386	TU00724	PBPR_RS00985,PBPR_RS00990,PBPR_RS00995		23107454
KO10615	298386	TU00725	PBPR_RS01455,PBPR_RS01460,PBPR_RS01465		23107454
KO10616	298386	TU00726	PBPR_RS01590,PBPR_RS01595,PBPR_RS01600		23107454
KO10617	298386	TU00727	PBPR_RS01605,PBPR_RS01610,PBPR_RS01615		23107454
KO10618	298386	TU00728	PBPR_RS01735,PBPR_RS01740,PBPR_RS01745		23107454
KO10619	298386	TU00729	PBPR_RS01945,PBPR_RS01950,PBPR_RS01955		23107454
KO10620	298386	TU00730	PBPR_RS02140,PBPR_RS02145,PBPR_RS02150		23107454
KO10621	298386	TU00731	PBPR_RS02435,PBPR_RS02440,PBPR_RS02445		23107454
KO10622	298386	TU00732	PBPR_RS02950,PBPR_RS02955,PBPR_RS02960		23107454
KO10623	298386	TU00733	PBPR_RS03005,PBPR_RS03010,PBPR_RS03015		23107454
KO10624	298386	TU00734	PBPR_RS03105,PBPR_RS03110,PBPR_RS03115		23107454
KO10625	298386	TU00735	PBPR_RS03705,PBPR_RS03710,PBPR_RS03715		23107454
KO10626	298386	TU00736	PBPR_RS03880,PBPR_RS03885,PBPR_RS03890		23107454
KO10628	298386	TU00738	PBPR_RS04310,PBPR_RS04315,PBPR_RS04320		23107454
KO10629	298386	TU00739	PBPR_RS04575,PBPR_RS04580,PBPR_RS04585		23107454
KO10630	298386	TU00740	PBPR_RS04590,PBPR_RS04595,PBPR_RS04600		23107454
KO10631	298386	TU00741	PBPR_RS04710,PBPR_RS04715,PBPR_RS04720		23107454
KO10632	298386	TU00742	PBPR_RS04770,PBPR_RS04775,PBPR_RS04780		23107454
KO10633	298386	TU00743	PBPR_RS04785,PBPR_RS04790,PBPR_RS04795		23107454
KO10634	298386	TU00744	PBPR_RS04810,PBPR_RS04815,PBPR_RS04820		23107454
KO10635	298386	TU00745	PBPR_RS05440,PBPR_RS05445,PBPR_RS05450		23107454
KO10636	298386	TU00746	PBPR_RS05465,PBPR_RS05470,PBPR_RS05475		23107454
KO10637	298386	TU00747	PBPR_RS05505,PBPR_RS05510,PBPR_RS05515		23107454
KO10638	298386	TU00748	PBPR_RS05610,PBPR_RS05615,PBPR_RS05620		23107454
KO10639	298386	TU00749	PBPR_RS05705,PBPR_RS05710,PBPR_RS05715		23107454
KO10640	298386	TU00750	PBPR_RS06080,PBPR_RS06085,PBPR_RS06090		23107454
KO10641	298386	TU00751	PBPR_RS06160,PBPR_RS06165,PBPR_RS06170		23107454
KO10642	298386	TU00752	PBPR_RS06390,PBPR_RS06395,PBPR_RS06400		23107454
KO10643	298386	TU00753	PBPR_RS07835,PBPR_RS07840,PBPR_RS07845		23107454
KO10645	298386	TU00755	PBPR_RS09415,PBPR_RS09420,PBPR_RS09425		23107454
KO10646	298386	TU00756	PBPR_RS10340,PBPR_RS10345,PBPR_RS10350		23107454
KO10647	298386	TU00757	PBPR_RS11435,PBPR_RS11440,PBPR_RS11445		23107454
KO10648	298386	TU00758	PBPR_RS12165,PBPR_RS12170,PBPR_RS12175		23107454
KO10649	298386	TU00759	PBPR_RS12240,PBPR_RS12245,PBPR_RS12250		23107454
KO10651	298386	TU00761	PBPR_RS13035,PBPR_RS13040,PBPR_RS13045		23107454
KO10652	298386	TU00762	PBPR_RS13345,PBPR_RS13350,PBPR_RS13355		23107454
KO10653	298386	TU00763	PBPR_RS13650,PBPR_RS13655,PBPR_RS13660		23107454
KO10655	298386	TU00765	PBPR_RS14460,PBPR_RS14465,PBPR_RS14470		23107454
KO10656	298386	TU00766	PBPR_RS15065,PBPR_RS15070,PBPR_RS15075		23107454
KO10657	298386	TU00767	PBPR_RS15205,PBPR_RS15210,PBPR_RS15215		23107454
KO10658	298386	TU00768	PBPR_RS15515,PBPR_RS15520,PBPR_RS15525		23107454
KO10659	298386	TU00769	PBPR_RS15710,PBPR_RS15715,PBPR_RS15720		23107454
KO10660	298386	TU00770	PBPR_RS15835,PBPR_RS15840,PBPR_RS15845		23107454
KO10661	298386	TU00771	PBPR_RS15860,PBPR_RS15865,PBPR_RS15870		23107454
KO10662	298386	TU00772	PBPR_RS16245,PBPR_RS16250,PBPR_RS16255		23107454
KO10663	298386	TU00773	PBPR_RS16425,PBPR_RS16430,PBPR_RS16435		23107454
KO10664	298386	TU00774	PBPR_RS16545,PBPR_RS16550,PBPR_RS16555		23107454
KO10665	298386	TU00775	PBPR_RS16945,PBPR_RS16950,PBPR_RS16955		23107454
KO10666	298386	TU00776	PBPR_RS17275,PBPR_RS17280,PBPR_RS17285		23107454
KO10667	298386	TU00777	PBPR_RS17910,PBPR_RS17915,PBPR_RS17920		23107454
KO10668	298386	TU00778	PBPR_RS18105,PBPR_RS18110,PBPR_RS18115		23107454
KO10669	298386	TU00779	PBPR_RS13970,PBPR_RS13975		23107454
KO10670	298386	TU00780	PBPR_RS06320,PBPR_RS06325		23107454
KO10671	298386	TU00781	PBPR_RS00030,PBPR_RS00035		23107454
KO10672	298386	TU00782	PBPR_RS00125,PBPR_RS00130		23107454
KO10673	298386	TU00783	PBPR_RS00140,PBPR_RS00145		23107454
KO10674	298386	TU00784	PBPR_RS00250,PBPR_RS00255		23107454
KO10675	298386	TU00785	PBPR_RS00285,PBPR_RS00290		23107454
KO10676	298386	TU00786	PBPR_RS00340,PBPR_RS00345		23107454
KO10677	298386	TU00787	PBPR_RS00560,PBPR_RS00565		23107454
KO10678	298386	TU00788	PBPR_RS00600,PBPR_RS00605		23107454
KO10679	298386	TU00789	PBPR_RS00770,PBPR_RS00775		23107454
KO10680	298386	TU00790	PBPR_RS00800,PBPR_RS00805		23107454
KO10681	298386	TU00791	PBPR_RS00830,PBPR_RS00835		23107454
KO10682	298386	TU00792	PBPR_RS01070,PBPR_RS01075		23107454
KO10683	298386	TU00793	PBPR_RS01090,PBPR_RS01095		23107454
KO10684	298386	TU00794	PBPR_RS01120,PBPR_RS01125		23107454
KO10685	298386	TU00795	PBPR_RS01160,PBPR_RS01165		23107454
KO10686	298386	TU00796	PBPR_RS01290,PBPR_RS01295		23107454
KO10687	298386	TU00797	PBPR_RS01330,PBPR_RS01335		23107454
KO10688	298386	TU00798	PBPR_RS01360,PBPR_RS01365		23107454
KO10689	298386	TU00799	PBPR_RS01370,PBPR_RS01375		23107454
KO10690	298386	TU00800	PBPR_RS01515,PBPR_RS01520		23107454
KO10691	298386	TU00801	PBPR_RS01525,PBPR_RS01530		23107454
KO10692	298386	TU00802	PBPR_RS01570,PBPR_RS01575		23107454
KO10693	298386	TU00803	PBPR_RS01640,PBPR_RS01645		23107454
KO10694	298386	TU00804	PBPR_RS01650,PBPR_RS01655		23107454
KO10695	298386	TU00805	PBPR_RS01975,PBPR_RS01980		23107454
KO10697	298386	TU00807	PBPR_RS02070,PBPR_RS02075		23107454
KO10698	298386	TU00808	PBPR_RS02080,PBPR_RS02085		23107454
KO10699	298386	TU00809	PBPR_RS02185,PBPR_RS02190		23107454
KO10700	298386	TU00810	PBPR_RS02225,PBPR_RS02230		23107454
KO10701	298386	TU00811	PBPR_RS02250,PBPR_RS02255		23107454
KO10702	298386	TU00812	PBPR_RS02265,PBPR_RS02270		23107454
KO10703	298386	TU00813	PBPR_RS02280,PBPR_RS02285		23107454
KO10704	298386	TU00814	PBPR_RS02325,PBPR_RS02330		23107454
KO10705	298386	TU00815	PBPR_RS02340,PBPR_RS02345		23107454
KO10706	298386	TU00816	PBPR_RS02360,PBPR_RS02365		23107454
KO10707	298386	TU00817	PBPR_RS02425,PBPR_RS02430		23107454
KO10708	298386	TU00818	PBPR_RS02490,PBPR_RS02495		23107454
KO10710	298386	TU00820	PBPR_RS02545,PBPR_RS02550		23107454
KO10712	298386	TU00822	PBPR_RS02760,PBPR_RS02765		23107454
KO10713	298386	TU00823	PBPR_RS02770,PBPR_RS02775		23107454
KO10714	298386	TU00824	PBPR_RS02780,PBPR_RS02785		23107454
KO10715	298386	TU00825	PBPR_RS02815,PBPR_RS02820		23107454
KO10716	298386	TU00826	PBPR_RS02905,PBPR_RS02910		23107454
KO10717	298386	TU00827	PBPR_RS02975,PBPR_RS02980		23107454
KO10719	298386	TU00829	PBPR_RS03035,PBPR_RS03040		23107454
KO10722	298386	TU00832	PBPR_RS03145,PBPR_RS03150		23107454
KO10723	298386	TU00833	PBPR_RS03160,PBPR_RS03165		23107454
KO10724	298386	TU00834	PBPR_RS03170,PBPR_RS03175		23107454
KO10726	298386	TU00836	PBPR_RS03210,PBPR_RS03215		23107454
KO10727	298386	TU00837	PBPR_RS03515,PBPR_RS03520		23107454
KO10728	298386	TU00838	PBPR_RS03660,PBPR_RS03665		23107454
KO10729	298386	TU00839	PBPR_RS03785,PBPR_RS03790		23107454
KO10730	298386	TU00840	PBPR_RS03830,PBPR_RS03835		23107454
KO10731	298386	TU00841	PBPR_RS03845,PBPR_RS03850		23107454
KO10732	298386	TU00842	PBPR_RS04040,PBPR_RS04045		23107454
KO10733	298386	TU00843	PBPR_RS04075,PBPR_RS04080		23107454
KO10734	298386	TU00844	PBPR_RS04090,PBPR_RS04095		23107454
KO10735	298386	TU00845	PBPR_RS04135,PBPR_RS04140		23107454
KO10736	298386	TU00846	PBPR_RS04230,PBPR_RS04235		23107454
KO10737	298386	TU00847	PBPR_RS04250,PBPR_RS04255		23107454
KO10738	298386	TU00848	PBPR_RS04270,PBPR_RS04275		23107454
KO10739	298386	TU00849	PBPR_RS04290,PBPR_RS04295		23107454
KO10740	298386	TU00850	PBPR_RS04345,PBPR_RS04350		23107454
KO10741	298386	TU00851	PBPR_RS04360,PBPR_RS04365		23107454
KO10742	298386	TU00852	PBPR_RS04535,PBPR_RS04540		23107454
KO10743	298386	TU00853	PBPR_RS04560,PBPR_RS04565		23107454
KO10744	298386	TU00854	PBPR_RS04615,PBPR_RS04620		23107454
KO10745	298386	TU00855	PBPR_RS04645,PBPR_RS04650		23107454
KO10746	298386	TU00856	PBPR_RS04665,PBPR_RS04670		23107454
KO10747	298386	TU00857	PBPR_RS04685,PBPR_RS04690		23107454
KO10748	298386	TU00858	PBPR_RS04695,PBPR_RS04700		23107454
KO10749	298386	TU00859	PBPR_RS04870,PBPR_RS04875		23107454
KO10750	298386	TU00860	PBPR_RS05230,PBPR_RS05235		23107454
KO10751	298386	TU00861	PBPR_RS05275,PBPR_RS05280		23107454
KO10752	298386	TU00862	PBPR_RS05305,PBPR_RS05310		23107454
KO10753	298386	TU00863	PBPR_RS05350,PBPR_RS05355		23107454
KO10754	298386	TU00864	PBPR_RS05375,PBPR_RS05380		23107454
KO10755	298386	TU00865	PBPR_RS05455,PBPR_RS05460		23107454
KO10756	298386	TU00866	PBPR_RS05480,PBPR_RS05485		23107454
KO10757	298386	TU00867	PBPR_RS05625,PBPR_RS05630		23107454
KO10758	298386	TU00868	PBPR_RS05645,PBPR_RS05650		23107454
KO10759	298386	TU00869	PBPR_RS05660,PBPR_RS05665		23107454
KO10760	298386	TU00870	PBPR_RS05805,PBPR_RS05810		23107454
KO10761	298386	TU00871	PBPR_RS05830,PBPR_RS05835		23107454
KO10762	298386	TU00872	PBPR_RS05860,PBPR_RS05865		23107454
KO10763	298386	TU00873	PBPR_RS05885,PBPR_RS05890		23107454
KO10765	298386	TU00875	PBPR_RS05985,PBPR_RS05990		23107454
KO10766	298386	TU00876	PBPR_RS06015,PBPR_RS06020		23107454
KO10767	298386	TU00877	PBPR_RS06030,PBPR_RS06035		23107454
KO10768	298386	TU00878	PBPR_RS06205,PBPR_RS06210		23107454
KO10769	298386	TU00879	PBPR_RS06265,PBPR_RS06270		23107454
KO10770	298386	TU00880	PBPR_RS06535,PBPR_RS06540		23107454
KO10771	298386	TU00881	PBPR_RS06695,PBPR_RS06700		23107454
KO10772	298386	TU00882	PBPR_RS06740,PBPR_RS06745		23107454
KO10773	298386	TU00883	PBPR_RS06815,PBPR_RS06820		23107454
KO10774	298386	TU00884	PBPR_RS06955,PBPR_RS06960		23107454
KO10775	298386	TU00885	PBPR_RS07100,PBPR_RS07105		23107454
KO10776	298386	TU00886	PBPR_RS07265,PBPR_RS07270		23107454
KO10777	298386	TU00887	PBPR_RS07275,PBPR_RS07280		23107454
KO10778	298386	TU00888	PBPR_RS07330,PBPR_RS07335		23107454
KO10779	298386	TU00889	PBPR_RS07355,PBPR_RS07360		23107454
KO10780	298386	TU00890	PBPR_RS07400,PBPR_RS07405		23107454
KO10781	298386	TU00891	PBPR_RS07450,PBPR_RS07455		23107454
KO10782	298386	TU00892	PBPR_RS07460,PBPR_RS07465		23107454
KO10783	298386	TU00893	PBPR_RS07645,PBPR_RS07650		23107454
KO10784	298386	TU00894	PBPR_RS07905,PBPR_RS07910		23107454
KO10785	298386	TU00895	PBPR_RS08010,PBPR_RS08015		23107454
KO10786	298386	TU00896	PBPR_RS08115,PBPR_RS08120		23107454
KO10787	298386	TU00897	PBPR_RS08220,PBPR_RS08225		23107454
KO10788	298386	TU00898	PBPR_RS08690,PBPR_RS08695		23107454
KO10789	298386	TU00899	PBPR_RS08790,PBPR_RS08795		23107454
KO10790	298386	TU00900	PBPR_RS08995,PBPR_RS09000		23107454
KO10792	298386	TU00902	PBPR_RS09255,PBPR_RS09260		23107454
KO10793	298386	TU00903	PBPR_RS09285,PBPR_RS09290		23107454
KO10794	298386	TU00904	PBPR_RS09380,PBPR_RS09385		23107454
KO10795	298386	TU00905	PBPR_RS09490,PBPR_RS09495		23107454
KO10796	298386	TU00906	PBPR_RS09500,PBPR_RS09505		23107454
KO10797	298386	TU00907	PBPR_RS09530,PBPR_RS09535		23107454
KO10798	298386	TU00908	PBPR_RS09545,PBPR_RS09550		23107454
KO10799	298386	TU00909	PBPR_RS09610,PBPR_RS09615		23107454
KO10800	298386	TU00910	PBPR_RS09725,PBPR_RS09730		23107454
KO10801	298386	TU00911	PBPR_RS09765,PBPR_RS09770		23107454
KO10802	298386	TU00912	PBPR_RS10320,PBPR_RS10325		23107454
KO10803	298386	TU00913	PBPR_RS10905,PBPR_RS10910		23107454
KO10804	298386	TU00914	PBPR_RS10925,PBPR_RS10930		23107454
KO10809	298386	TU00919	PBPR_RS12120,PBPR_RS12125		23107454
KO10810	298386	TU00920	PBPR_RS12130,PBPR_RS12135		23107454
KO10812	298386	TU00922	PBPR_RS12190,PBPR_RS12195		23107454
