Query_id,Subject_id,Identity,Align_length,Mismatch,Gap,Query_start,Query_end,Subject_start,Subject_end,E-value,Score
Sample1.297,abaa:IX88_08215,100,223,0,0,1,223,1,223,7.60E-123,445.3
Sample1.298,abaa:IX88_08210,100,77,0,0,1,77,1,77,5.80E-38,161.8
Sample1.299,abaz:P795_11360,99.3,420,3,0,1,420,1,420,1.80E-234,817
Sample1.300,abab:BJAB0715_01384,100,64,0,0,1,64,1,64,5.90E-28,128.3
Sample1.301,abab:BJAB0715_01383,100,74,0,0,1,74,1,74,1.70E-34,150.2
Sample1.302,abad:ABD1_12320,99.5,197,1,0,1,197,1,197,2.80E-105,386.7
Sample1.303,abab:BJAB0715_02843,99,210,2,0,1,210,1,210,3.70E-111,406.4
Sample1.304,abab:BJAB0715_02844,98.7,154,2,0,1,154,1,154,4.40E-85,319.3
Sample1.305,abaa:IX88_15485,100,364,0,0,1,364,1,364,5.40E-219,765.4
Sample1.306,abad:ABD1_24460,100,356,0,0,1,356,1,356,7.70E-202,708.4
Sample1.307,abaa:IX88_15495,100,231,0,0,1,231,1,231,2.80E-120,436.8
Sample1.308,abaa:IX88_15500,99.4,338,2,0,1,338,1,338,9.30E-181,638.3
Sample1.309,abaa:IX88_15505,100,143,0,0,1,143,803,945,1.10E-74,284.6
Sample1.310,abd:ABTW07_1291,93.2,146,2,2,1,142,1,142,1.50E-68,264.2
Sample1.311,ndi:NDAI_0G04090,53.5,127,58,1,75,200,478,604,4.40E-29,133.7
Sample1.312,abab:BJAB0715_01262,100,225,0,0,1,225,1,225,2.60E-123,446.8
Sample1.313,abab:BJAB0715_01261,98.4,122,2,0,1,122,1,122,2.80E-63,246.5
Sample1.314,abab:BJAB0715_01260,99.1,223,2,0,1,223,1,223,4.30E-118,429.5
Sample1.315,abab:BJAB0715_01259,100,156,0,0,1,156,1,156,7.50E-85,318.5
Sample1.316,abab:BJAB0715_01258,97.2,212,6,0,1,212,1,212,1.40E-113,414.5
Sample1.317,abaa:IX88_07585,100,292,0,0,1,292,1,292,1.30E-159,567.8
Sample1.318,abaz:P795_7120,99.6,480,2,0,1,480,1,480,8.90E-286,987.6
Sample1.319,abaa:IX88_11950,100,147,0,0,1,147,1,147,4.30E-74,282.7
Sample1.320,abaa:IX88_11945,99.9,697,1,0,1,697,1,697,0.00E+00,1408.3
Sample1.321,abaa:IX88_11940,100,71,0,0,1,71,1,71,5.50E-35,151.8
Sample1.322,abaa:IX88_11935,100,154,0,0,1,154,1,154,3.20E-80,303.1
Sample1.323,abad:ABD1_13750,99.4,341,2,0,1,341,224,564,9.00E-200,701.4
Sample1.324,abaz:P795_10335,98.2,223,4,0,1,223,1,223,4.90E-122,442.6
Sample1.325,acb:A1S_1380,98.6,428,6,0,1,428,16,443,6.10E-246,855.1
Sample1.326,abau:IX87_03385,99.3,137,1,0,1,137,276,412,4.30E-76,289.3
Sample1.327,abau:IX87_03385,97.4,271,7,0,1,271,1,271,5.40E-147,525.8
Sample1.328,abau:IX87_03380,99.7,301,1,0,1,301,1,301,5.00E-170,602.4
Sample1.329,abh:M3Q_1774,100,96,0,0,1,96,1,96,6.30E-50,201.8
Sample1.330,abn:AB57_0634,99.7,313,1,0,1,313,1,313,1.90E-172,610.5
Sample1.331,abaj:BJAB0868_00611,98.5,270,4,0,1,270,1,270,4.20E-152,542.7
Sample1.332,abad:ABD1_05220,99.8,918,2,0,1,918,1,918,0.00E+00,1833.5
Sample1.333,abb:ABBFA_003001,100,253,0,0,1,253,1,253,7.80E-140,501.9
Sample1.334,abad:ABD1_05250,99.1,219,2,0,1,219,3,221,9.80E-115,418.3
Sample1.335,abad:ABD1_14660,100,476,0,0,1,476,1,476,4.00E-278,962.2
Sample1.336,abaa:IX88_09295,100,139,0,0,1,139,1,139,2.60E-81,306.6
Sample1.337,abaa:IX88_09300,100,161,0,0,1,161,1,161,2.00E-88,330.5
Sample1.338,abaj:BJAB0868_01625,99.6,281,1,0,1,281,1,281,1.30E-159,567.8
Sample1.339,abad:ABD1_14700,97.6,210,5,0,1,210,1,210,9.10E-110,401.7
Sample1.340,abaz:P795_9855,100,408,0,0,1,408,1,408,1.10E-239,834.3
Sample1.341,abab:BJAB0715_01694,100,402,0,0,1,402,486,887,1.70E-229,800.4
Sample1.342,abaa:IX88_06950,99.4,313,2,0,1,313,1,313,4.40E-169,599.4
Sample1.343,abab:BJAB0715_01098,99.6,230,1,0,1,230,1,230,1.10E-124,451.4
Sample1.344,abau:IX87_00605,99.5,207,1,0,1,207,1,207,2.80E-111,406.8
Sample1.345,abaa:IX88_06935,99.5,204,1,0,1,204,1,204,5.20E-110,402.5
Sample1.346,abz:ABZJ_01087,99.7,344,1,0,1,344,1,344,7.00E-192,675.2
Sample1.347,abaj:BJAB0868_01094,100,335,0,0,1,335,1,335,7.50E-191,671.8
Sample1.348,abaa:IX88_06920,99.4,497,3,0,11,507,258,754,1.80E-289,1000
Sample1.349,abau:IX87_15470,99.4,180,1,0,1,180,1,180,6.60E-101,372.1
Sample1.350,abaa:IX88_03185,99.7,332,1,0,1,332,1,332,6.80E-184,648.7
Sample1.351,cbd:CBUD_1745,62.4,343,127,1,1,343,1,341,8.40E-121,439.1
Sample1.352,abb:ABBFA_003342,99,202,2,0,1,202,1,202,6.50E-113,412.1
Sample1.353,abc:ACICU_00199,99.5,188,1,0,1,188,1,188,3.30E-103,379.8
Sample1.354,abb:ABBFA_003340,100,141,0,0,1,141,21,161,3.10E-77,293.1
Sample1.355,abaa:IX88_03205,98.5,134,2,0,1,134,1,134,1.40E-68,264.2
Sample1.356,abaj:BJAB0868_00222,100,419,0,0,1,419,1,419,1.30E-243,847.4
Sample1.357,abaa:IX88_03215,100,320,0,0,1,320,7,326,6.30E-187,658.7
Sample1.358,abaa:IX88_12570,100,84,0,0,1,84,1,84,5.70E-39,165.2
Sample1.359,abaa:IX88_12575,100,158,0,0,1,158,1,158,8.10E-87,325.1
Sample1.360,abau:IX87_05095,100,200,0,0,11,210,159,358,1.50E-107,394.4
Sample1.361,cbc:CbuK_0529,76.7,253,59,0,1,253,1,253,7.10E-109,399.1
Sample1.362,abau:IX87_00280,100,81,0,0,1,81,1,81,5.90E-41,171.8
Sample1.363,abau:IX87_06135,100,69,0,0,1,69,1,69,5.60E-32,141.7
Sample1.364,abj:BJAB07104_01533,100,94,0,0,1,94,1,94,2.70E-45,186.4
Sample1.365,abj:BJAB07104_01532,96.4,84,3,0,1,84,1,84,6.00E-44,181.8
Sample1.366,abaa:IX88_07950,100,426,0,0,1,426,1,426,2.80E-235,819.7
Sample1.367,abaa:IX88_07945,100,84,0,0,1,84,1,84,6.10E-41,171.8
Sample1.368,abab:BJAB0715_01332,100,188,0,0,1,188,1,188,4.50E-100,369.4
Sample1.369,abab:BJAB0715_01331,100,130,0,0,1,130,1,130,2.70E-64,250
Sample1.370,abaa:IX88_07930,98.9,185,2,0,1,185,1,185,7.30E-103,378.6
Sample1.371,cbc:CbuK_0528,61.2,67,25,1,1,66,1,67,6.50E-14,81.6
Sample1.372,abaa:IX88_08510,99.5,189,1,0,1,189,1,189,5.10E-104,382.5
Sample1.373,abaa:IX88_08505,99.6,254,1,0,1,254,1,254,4.70E-137,492.7
Sample1.374,abm:ABSDF2259,100,417,0,0,1,417,1,417,2.00E-233,813.5
Sample1.375,abaa:IX88_08495,99.3,303,2,0,1,303,1,303,1.30E-165,587.8
Sample1.376,abaz:P795_11100,100,105,0,0,1,105,1,105,3.70E-51,206.1
Sample1.377,abm:ABSDF2266,97.8,407,9,0,1,407,18,424,4.10E-223,779.2
Sample1.378,abc:ACICU_01259,99.1,228,2,0,1,228,1,228,6.20E-128,462.2
Sample1.379,aci:ACIAD3334,43.4,754,419,4,22,769,33,784,1.60E-183,648.7
Sample1.380,aci:ACIAD3335,51,241,112,3,13,249,2,240,4.30E-58,230.3
Sample1.381,cbd:CBUD_1748,71.5,333,95,0,1,333,3,335,1.80E-139,501.1
Sample1.382,aci:ACIAD3332,43.5,131,69,3,31,156,27,157,7.90E-18,95.9
Sample1.383,dda:Dd703_2417,50,88,37,1,1,81,1,88,3.80E-12,76.3
Sample1.384,abab:BJAB0715_p0011,97.4,193,5,0,1,193,1,193,3.20E-101,373.2
Sample1.385,zga:zobellia_2655,52.5,221,105,0,1,221,23,243,5.30E-58,229.9
Sample1.386,abau:IX87_01010,87.8,1144,139,0,1,1144,1,1144,0.00E+00,2015
Sample1.387,axy:AXYL_06350,45.1,399,210,7,6,401,8,400,2.20E-80,305.1
Sample1.388,cbc:CbuK_0526,82,528,95,0,1,528,24,551,1.80E-258,897.1
Sample1.389,abau:IX87_01020,91.3,493,43,0,1,493,1,493,2.20E-263,913.3
Sample1.390,abab:BJAB0715_02029,63.2,68,25,0,1,68,1,68,2.50E-16,89.7
Sample1.391,abab:BJAB0715_00927,40.2,251,146,2,1,248,1,250,3.60E-49,200.7
Sample1.392,aci:ACIAD0036,83.3,383,64,0,1,383,1,383,2.20E-189,667.2
Sample1.393,prw:PsycPRwf_1219,85.9,184,25,1,7,189,8,191,2.60E-87,327
Sample1.394,prw:PsycPRwf_1218,64.3,510,177,3,19,524,12,520,1.70E-192,677.9
Sample1.395,prw:PsycPRwf_1217,69.3,378,116,0,1,378,1,378,5.50E-153,546.2
Sample1.396,cbc:CbuK_0524,75.4,423,104,0,1,423,14,436,2.60E-183,647.1
Sample1.397,abaa:IX88_15355,100,276,0,0,1,276,1,276,4.60E-154,549.3
Sample1.398,abab:BJAB0715_02818,100,309,0,0,1,309,1,309,5.20E-170,602.4
Sample1.399,abaj:BJAB0868_02675,99.7,872,3,0,1,872,1,872,0.00E+00,1708.3
Sample1.400,abaj:BJAB0868_02674,100,729,0,0,1,729,1,729,0.00E+00,1410.2
Sample1.401,abab:BJAB0715_02814,100,131,0,0,1,131,3,133,4.40E-70,269.2
Sample1.402,abaa:IX88_15700,100,144,0,0,1,144,1,144,1.70E-73,280.8
Sample1.403,aby:ABAYE0959,99.2,246,2,0,1,246,1,246,1.50E-132,477.6
Sample1.404,abaa:IX88_15710,99.8,485,1,0,1,485,1,485,1.10E-270,937.6
Sample1.405,cbc:CbuK_0557,79.2,250,52,0,1,250,1,250,3.90E-107,393.3
Sample1.406,abad:ABD1_24900,99.7,314,1,0,1,314,1,314,2.60E-177,626.7
Sample1.407,abaa:IX88_15720,100,195,0,0,1,195,1,195,4.50E-111,406
Sample1.408,abb:ABBFA_000942,99.9,673,1,0,1,673,1,673,0.00E+00,1316.6
Sample1.409,abaa:IX88_15730,99.6,245,1,0,1,245,1,245,8.30E-139,498.4
Sample1.410,psr:PSTAA_2425,93.1,204,13,1,27,230,23,225,6.40E-104,382.5
Sample1.411,psv:PVLB_25530,89.8,568,58,0,1,568,1,568,2.40E-282,976.5
Sample1.412,kpz:KPNIH27_28520,97.9,146,3,0,1,146,1,146,3.10E-80,303.1
Sample1.413,elp:P12B_c0287,96.9,381,11,1,1,380,1,381,3.60E-205,719.5
Sample1.414,eclc:ECR091_22875,97,203,6,0,1,203,1,203,1.10E-107,394.8
Sample1.415,elp:P12B_c0289,95.3,295,14,0,1,295,1,295,1.60E-149,534.3
Sample1.416,cbc:CbuK_0558,76.8,233,54,0,1,233,14,246,6.60E-101,372.5
Sample1.417,dsu:Dsui_1496,90.1,304,29,1,1,303,1,304,4.90E-141,506.1
Sample1.418,dsu:Dsui_1495,97.4,152,4,0,1,152,1,152,1.00E-78,298.1
Sample1.419,psv:PVLB_25565,89.9,258,24,1,1,258,393,648,8.80E-123,445.3
Sample1.420,abz:ABZJ_02229,98.9,92,1,0,1,92,1,92,1.50E-45,187.2
Sample1.421,abaa:IX88_11850,100,119,0,0,1,119,1,119,2.30E-62,243.4
Sample1.422,abab:BJAB0715_02194,100,108,0,0,1,108,1,108,2.80E-54,216.5
Sample1.423,abad:ABD1_19520,99.7,368,1,0,1,368,1,368,1.60E-202,710.7
Sample1.424,abaa:IX88_11835,100,198,0,0,1,198,1,198,5.20E-107,392.5
Sample1.425,abaa:IX88_11830,100,223,0,0,1,223,1,223,3.50E-120,436.4
Sample1.426,abab:BJAB0715_02190,98.9,174,2,0,1,174,1,174,2.40E-92,343.6
Sample1.427,cbd:CBUD_1687,76.6,321,75,0,14,334,12,332,1.40E-141,508.1
Sample1.428,abaa:IX88_11820,99,98,1,0,1,98,1,98,2.00E-51,206.8
Sample1.429,abab:BJAB0715_02188,100,381,0,0,1,381,1,381,3.20E-222,776.2
Sample1.430,abab:BJAB0715_02187,100,528,0,0,1,528,1,528,5.50E-305,1051.6
Sample1.431,abaj:BJAB0868_03030,89,91,10,0,1,91,1,91,1.10E-43,181
Sample1.432,abau:IX87_00110,94.4,160,9,0,1,160,1,160,1.40E-86,324.3
Sample1.433,abau:IX87_00105,86.2,58,8,0,1,58,3,60,2.70E-19,99.4
Sample1.434,abk:LX00_14955,100,169,0,0,1,169,1,169,6.00E-88,328.9
Sample1.435,abk:LX00_14950,99.8,427,1,0,1,427,1,427,7.70E-249,864.8
Sample1.436,abk:LX00_14945,98.9,468,5,0,1,468,1,468,4.60E-271,938.7
Sample1.437,cbc:CbuK_1677,67.3,107,35,0,1,107,3,109,2.20E-35,153.7
Sample1.438,abk:LX00_14940,98.1,361,7,0,1,361,1,361,3.60E-199,699.5
Sample1.439,abm:ABSDF1784,93.1,259,18,0,1,259,1,259,2.30E-131,473.8
Sample1.440,abk:LX00_14930,99.7,338,1,0,1,338,1,338,4.20E-189,666
Sample1.441,abk:LX00_14925,100,61,0,0,1,61,1,61,8.70E-29,131
Sample1.442,abk:LX00_14920,98.4,128,2,0,1,128,1,128,8.40E-66,255
Sample1.443,abk:LX00_14915,95.6,114,5,0,1,114,1,114,1.60E-55,220.7
Sample1.444,abaj:BJAB0868_01824,100,77,0,0,1,77,1,77,2.20E-34,150.2
Sample1.445,abaa:IX88_10285,98.5,585,9,0,1,585,1,585,0.00E+00,1120.5
Sample1.446,abaz:P795_8910,98.8,340,4,0,1,340,1,340,2.00E-183,647.1
Sample1.447,abaz:P795_8915,99.5,215,1,0,1,215,1,215,3.90E-116,422.9
Sample1.448,mrr:Moror_12252,43.9,114,59,2,1,113,185,294,7.00E-16,89
Sample1.449,cbc:CbuK_1676,84.4,90,14,0,1,90,1,90,7.00E-38,161.8
Sample1.450,abaj:BJAB0868_01820,99.5,391,2,0,1,391,1,391,6.90E-220,768.5
Sample1.451,abau:IX87_19180,100,699,0,0,1,699,1,699,0.00E+00,1420.2
Sample1.452,abau:IX87_19175,100,91,0,0,1,91,1,91,1.90E-43,180.3
Sample1.453,abc:ACICU_01694,99.6,284,1,0,1,284,1,284,1.00E-164,584.7
Sample1.454,abab:BJAB0715_00718,91,67,6,0,1,67,1,67,7.90E-26,121.3
Sample1.455,abb:ABBFA_002884,100,351,0,0,1,351,1,351,9.90E-210,734.6
Sample1.456,abaj:BJAB0868_00732,100,202,0,0,1,202,1,202,1.70E-105,387.5
Sample1.457,abb:ABBFA_002881,96.9,290,9,0,1,290,1,290,5.60E-158,562.4
Sample1.458,abm:ABSDF2729,99.4,361,2,0,1,361,17,377,1.20E-205,721.1
Sample1.459,abaz:P795_14045,98.8,347,4,0,1,347,1,347,1.70E-198,697.2
Sample1.460,abaa:IX88_05640,98.2,163,3,0,22,184,1,163,1.20E-86,324.7
Sample1.461,acd:AOLE_16035,90.4,156,15,0,18,173,78,233,3.40E-78,296.6
Sample1.462,abab:BJAB0715_00728,97.2,109,3,0,1,109,1,109,1.60E-54,217.2
Sample1.463,abh:M3Q_3624,100,275,0,0,1,275,1,275,3.70E-151,539.7
Sample1.464,abaa:IX88_00735,99.7,340,1,0,1,340,13,352,1.30E-185,654.4
Sample1.465,abaa:IX88_00730,99.5,213,1,0,1,213,1,213,8.60E-116,421.8
Sample1.466,abad:ABD1_30780,100,246,0,0,1,246,1,246,1.60E-134,484.2
Sample1.467,abad:ABD1_30770,100,176,0,0,1,176,1,176,2.40E-95,353.6
Sample1.468,abaa:IX88_00715,100,721,0,0,1,721,1,721,0.00E+00,1395.2
Sample1.469,cbc:CbuK_1675,79.6,333,68,0,1,333,1,333,3.30E-154,550.1
Sample1.470,abaa:IX88_00710,100,189,0,0,1,189,1,189,4.10E-101,372.9
Sample1.471,abaj:BJAB0868_03435,98.9,360,4,0,1,360,1,360,1.20E-202,711.1
Sample1.472,abc:ACICU_03387,99.3,291,2,0,1,291,1,291,1.40E-161,574.3
Sample1.473,abaz:P795_11915,100,172,0,0,1,172,1,172,3.80E-90,336.3
Sample1.474,abaa:IX88_07700,99.6,476,2,0,1,476,1,476,6.10E-271,938.3
Sample1.475,abaa:IX88_07695,99.6,256,1,0,1,256,1,256,6.00E-148,528.9
Sample1.476,abaa:IX88_07690,100,239,0,0,1,239,1,239,8.40E-128,461.8
Sample1.477,abaj:BJAB0868_01254,100,235,0,0,1,235,1,235,2.80E-131,473.4
Sample1.478,abaa:IX88_07675,99.3,443,3,0,1,443,1,443,1.90E-250,870.2
Sample1.479,cbc:CbuK_1671,72.4,87,24,0,21,107,1,87,2.40E-26,123.6
Sample1.480,abz:ABZJ_01277,97.8,491,11,0,1,491,1,491,1.40E-286,990.3
Sample1.481,abab:BJAB0715_01264,99.8,431,1,0,1,431,1,431,5.00E-248,862.1
Sample1.482,abaa:IX88_07550,79.9,763,147,3,1,759,1,761,0.00E+00,1217.6
Sample1.483,vfu:vfu_A02740,57.2,444,184,6,1,444,1,438,2.30E-134,484.6
Sample1.484,abaa:IX88_07560,80.2,1081,214,0,1,1081,1,1081,0.00E+00,1784.2
Sample1.485,abaa:IX88_02790,99.5,367,2,0,1,367,1,367,6.70E-209,731.9
Sample1.486,abc:ACICU_00123,100,423,0,0,1,423,5,427,1.00E-245,854.4
Sample1.487,abaa:IX88_02780,100,155,0,0,1,155,1,155,2.80E-79,300.1
Sample1.488,cbd:CBUD_1676,79.2,501,104,0,1,501,15,515,1.30E-223,781.2
Sample1.489,abc:ACICU_00121,99.2,381,3,0,1,381,1,381,5.00E-215,752.3
Sample1.490,abaa:IX88_02770,97.4,699,15,1,1,699,1,696,0.00E+00,1385.5
Sample1.491,abaa:IX88_02765,100,126,0,0,1,126,1,126,2.20E-66,256.9
Sample1.492,abaa:IX88_02760,100,124,0,0,1,124,1,124,7.80E-69,265
Sample1.493,abau:IX87_15035,100,221,0,0,1,221,1,221,1.40E-124,451.1
Sample1.494,aby:ABAYE3781,99.2,241,2,0,1,241,12,252,4.20E-135,486.1
Sample1.495,acb:A1S_1268,100,78,0,0,1,78,159,236,6.30E-40,168.3
Sample1.496,abaj:BJAB0868_01385,98.5,527,8,0,1,527,1,527,8.20E-301,1037.7
Sample1.497,abal:ABLAC_21050,98.8,573,7,0,1,573,1,573,0.00E+00,1113.6
Sample1.498,abaa:IX88_08525,100,406,0,0,1,406,1,406,5.50E-228,795.4
Sample1.499,cbc:CbuK_1669,69.5,308,92,1,5,310,26,333,2.10E-118,431
Sample1.500,cbk:CLL_A1601,44.2,95,50,2,6,97,3,97,3.20E-12,78.6
Sample1.501,abab:BJAB0715_01450,97.8,185,4,0,1,185,1,185,7.10E-98,362.1
Sample1.502,abau:IX87_04060,99.3,143,1,0,1,143,1,143,4.60E-73,279.3
Sample1.503,abb:ABBFA_002254,100,349,0,0,1,349,1,349,1.90E-200,703.7
Sample1.504,abau:IX87_04975,91.2,91,8,0,1,91,1,91,3.80E-44,182.6
Sample1.505,pol:Bpro_3742,57.3,96,41,0,2,97,3,98,1.00E-24,118.2
Sample1.506,abau:IX87_00105,86.2,58,8,0,1,58,3,60,4.50E-19,98.6
Sample1.507,pfc:PflA506_2047,52.4,208,95,3,1,205,1,207,1.40E-54,218.4
Sample1.508,abab:BJAB0715_01183,55.3,141,57,1,1,141,1,135,2.70E-35,154.1
Sample1.509,cbc:CbuK_1665,77.4,252,55,1,1,252,1,250,2.90E-110,403.7
Sample1.510,abaa:IX88_12515,81.9,430,78,0,7,436,8,437,1.30E-214,751.1
Sample1.511,psi:S70_16925,51.8,442,211,1,1,442,1,440,6.00E-130,469.9
Sample1.512,aby:ABAYE2717,56.9,225,96,1,33,257,7,230,9.30E-67,259.2
Sample1.513,ppnm:LV28_24730,59.1,384,148,6,2,384,55,430,3.80E-114,417.2
Sample1.514,pmon:X969_11385,44.8,125,64,3,1,125,1,120,2.80E-16,90.5
Sample1.515,abk:LX00_14915,85.7,112,14,1,1,110,3,114,2.20E-46,190.3
Sample1.516,abaa:IX88_09280,100,355,0,0,1,355,1,355,2.60E-197,693.3
Sample1.517,abab:BJAB0715_01685,99.8,1187,2,0,1,1187,1,1187,0.00E+00,2373.6
Sample1.518,cbu:CBU_0396,75.8,685,166,0,1,685,252,936,0.00E+00,1089.7
Sample1.519,abad:ABD1_14620,99.6,279,1,0,1,279,1,279,1.50E-152,544.3
Sample1.520,abaa:IX88_09265,100,271,0,0,1,271,1,271,1.30E-153,547.7
Sample1.521,abaa:IX88_09260,99.7,313,1,0,1,313,1,313,8.30E-176,621.7
Sample1.522,abau:IX87_02925,100,668,0,0,1,668,1,668,0.00E+00,1329.3
Sample1.523,abau:IX87_06460,99.6,275,1,0,1,275,1,275,1.70E-148,530.8
Sample1.524,abad:ABD1_20950,100,385,0,0,1,385,10,394,1.60E-232,810.4
Sample1.525,abaa:IX88_13005,100,85,0,0,1,85,1,85,3.10E-40,169.5
Sample1.526,abau:IX87_06445,99.8,868,2,0,1,868,1,868,0.00E+00,1733
Sample1.527,abau:IX87_06440,97.4,228,6,0,1,228,1,228,4.10E-124,449.5
Sample1.528,cbd:CBUD_1671,66.4,149,50,0,2,150,7,155,5.90E-53,212.6
Sample1.529,abaa:IX88_12970,99.6,253,1,0,1,253,1,253,6.00E-140,502.3
Sample1.530,abaz:P795_6525,99.1,227,2,0,1,227,1,227,8.30E-125,451.8
Sample1.531,abab:BJAB0715_02394,100,185,0,0,1,185,1,185,3.40E-100,369.8
Sample1.532,abaa:IX88_12955,99.4,165,1,0,1,165,1,165,3.20E-86,323.2
Sample1.533,abh:M3Q_2534,99.2,124,1,0,1,124,1,124,2.10E-66,256.9
Sample1.534,abaa:IX88_06920,100,258,0,0,1,258,1,258,4.20E-141,506.1
Sample1.535,abaa:IX88_06915,100,212,0,0,1,212,1,212,1.50E-120,437.6
Sample1.536,abab:BJAB0715_01091,100,205,0,0,1,205,1,205,4.90E-116,422.5
Sample1.537,abaj:BJAB0868_01089,100,558,0,0,1,558,1,558,0.00E+00,1142.5
Sample1.538,abau:IX87_00645,99.4,335,2,0,1,335,1,335,2.90E-203,713
Sample1.539,caq:IM40_01290,47.5,589,301,2,2,586,1,585,5.60E-160,570.1
Sample1.540,abau:IX87_00655,99.6,515,2,0,1,515,1,515,1.40E-297,1026.9
Sample1.541,aby:ABAYE2819,98.7,449,6,0,1,449,1,449,5.60E-258,895.2
Sample1.542,abaa:IX88_06880,100,409,0,0,1,409,135,543,6.50E-229,798.5
Sample1.543,abaa:IX88_08085,100,72,0,0,1,72,1,72,1.30E-34,150.6
Sample1.544,abab:BJAB0715_01363,100,195,0,0,1,195,1,195,4.10E-104,382.9
Sample1.545,abaa:IX88_08095,100,71,0,0,1,71,1,71,6.10E-34,148.3
Sample1.546,abz:ABZJ_01342,100,191,0,0,1,191,1,191,1.00E-107,394.8
Sample1.547,abz:ABZJ_01343,99.7,1294,4,0,1,1294,1,1294,0.00E+00,2554.2
Sample1.548,abaa:IX88_08110,100,368,0,0,1,368,1,368,4.50E-205,719.2
Sample1.549,cbg:CbuG_1793,50.7,75,35,2,1,74,459,532,4.20E-10,69.3
Sample1.550,abal:ABLAC_20270,98.3,420,7,0,1,420,1,420,7.90E-246,854.7
Sample1.551,abad:ABD1_12190,99.7,394,1,0,1,394,59,452,3.80E-218,762.7
Sample1.552,abd:ABTW07_2612,100,180,0,0,1,180,1,180,9.90E-97,358.2
Sample1.553,aby:ABAYE1320,97.9,192,4,0,1,192,1,192,6.40E-102,375.6
Sample1.554,abaj:BJAB0868_02457,98.8,172,2,0,1,172,1,172,4.90E-93,345.9
Sample1.555,abc:ACICU_02416,98.9,277,3,0,1,277,1,277,1.30E-151,541.2
Sample1.556,abaa:IX88_13690,99.8,832,2,0,1,832,1,832,0.00E+00,1669.8
Sample1.557,abb:ABBFA_001237,98.8,339,4,0,1,339,1,339,3.10E-192,676.4
Sample1.558,abb:ABBFA_001240,100,78,0,0,1,78,1,78,1.30E-37,160.6
Sample1.559,abaa:IX88_13675,99.6,495,2,0,1,495,1,495,1.20E-280,970.7
Sample1.560,cbc:CbuK_1645,68.9,257,77,2,1,254,1,257,2.50E-98,364
Sample1.561,abau:IX87_07050,98.9,184,2,0,1,184,1,184,1.20E-97,361.3
Sample1.562,abal:ABLAC_10620,54.9,133,59,1,1,133,1,132,9.50E-36,155.2
Sample1.563,abad:ABD1_24070,99,100,1,0,1,100,1,100,1.80E-52,210.3
Sample1.564,abaa:IX88_15300,100,695,0,0,1,695,4,698,0.00E+00,1363.2
Sample1.565,abaa:IX88_15305,100,189,0,0,1,189,1,189,7.90E-105,385.2
Sample1.566,abaa:IX88_15310,100,338,0,0,1,338,1,338,5.30E-192,675.6
Sample1.567,abad:ABD1_24110,100,581,0,0,1,581,1,581,0.00E+00,1155.2
Sample1.568,abaz:P795_4830,98.9,707,8,0,1,707,1,707,0.00E+00,1372.1
Sample1.569,abaa:IX88_15325,100,74,0,0,1,74,1,74,1.80E-36,156.8
Sample1.570,abab:BJAB0715_02813,100,321,0,0,1,321,1,321,2.00E-177,627.1
Sample1.571,cbc:CbuK_1644,76.4,263,61,1,1,262,4,266,5.80E-114,416
Sample1.572,abaa:IX88_09405,100,254,0,0,1,254,1,254,1.60E-145,520.8
Sample1.573,acb:A1S_1488,98.5,411,6,0,1,411,1,411,4.50E-230,802.4
Sample1.574,abaz:P795_9775,99.8,407,1,0,1,407,1,407,1.00E-229,801.2
Sample1.575,abad:ABD1_14860,99.8,470,1,0,1,470,1,470,8.10E-276,954.5
Sample1.576,abaa:IX88_09385,99.6,276,1,0,1,276,1,276,1.40E-155,554.3
Sample1.577,abal:ABLAC_23180,99.6,277,1,0,1,277,1,277,3.80E-156,556.2
Sample1.578,abau:IX87_02805,99.4,356,2,0,3,358,1,356,4.90E-196,689.1
Sample1.579,abab:BJAB0715_01704,99.5,219,1,0,1,219,1,219,1.70E-114,417.5
Sample1.580,abaa:IX88_09365,100,363,0,0,1,363,1,363,9.90E-205,718
Sample1.581,abab:BJAB0715_01702,98.3,173,3,0,1,173,1,173,1.00E-90,338.2
Sample1.582,cbs:COXBURSA331_A0534,76.7,60,14,0,1,60,1,60,8.70E-21,104.4
Sample1.583,abad:ABD1_14790,100,136,0,0,1,136,1,136,9.10E-74,281.6
Sample1.584,abab:BJAB0715_01370,100,397,0,0,1,397,1,397,2.40E-220,770
Sample1.585,abaa:IX88_08130,97.7,261,6,0,1,261,1,261,9.50E-141,505
Sample1.586,acc:BDGL_000464,98.5,338,5,0,1,338,1,338,2.50E-194,683.3
Sample1.587,abaj:BJAB0868_01309,100,166,0,0,1,166,1,166,9.40E-94,348.2
Sample1.588,abz:ABZJ_01351,99.6,491,2,0,1,491,1,491,1.80E-297,1026.5
Sample1.589,abad:ABD1_12250,100,319,0,0,1,319,1,319,9.10E-178,628.2
Sample1.590,abad:ABD1_12260,100,64,0,0,1,64,1,64,7.70E-28,127.9
Sample1.591,abad:ABD1_12270,100,823,0,0,1,823,1,823,0.00E+00,1578.5
Sample1.592,afi:Acife_0925,42.2,83,47,1,1,82,1,83,1.60E-06,57.4
Sample1.593,abaa:IX88_08165,100,133,0,0,1,133,1,133,1.90E-68,263.8
Sample1.594,abad:ABD1_12290,100,135,0,0,1,135,1,135,6.80E-74,282
