,kegg_code,organism,kingdom,lineage
T03418,kpt,Klebsiella pneumoniae subsp. pneumoniae ATCC 43816 KPPR1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T01982,kpo,Klebsiella pneumoniae KCTC 2242,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T02793,kpr,Klebsiella pneumoniae subsp. rhinoscleromatis SB3432,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T02799,kpj,Klebsiella pneumoniae JM45,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T02866,kpi,Klebsiella pneumoniae CG43,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T03176,kpa,Klebsiella pneumoniae 30660/NJST258_1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T03177,kps,Klebsiella pneumoniae 30684/NJST258_2,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T03419,kpx,Klebsiella pneumoniae PMK1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T03440,kpb,Klebsiella pneumoniae blaNDM-1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T03746,kpne,Klebsiella pneumoniae 32192,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T03747,kpnu,Klebsiella pneumoniae 34618,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T05281,kpnk,Klebsiella pneumoniae Kp52.145,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T01170,kva,Klebsiella variicola At-22,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T00772,kpe,Klebsiella variicola 342,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T03368,kpk,Klebsiella variicola KP5-1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T03531,kvd,Klebsiella variicola DX120E,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T03641,kvq,Klebsiella variicola DSM 15968,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T04389,kqu,Klebsiella quasipneumoniae,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T05116,kqv,Klebsiella quasivariicola,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T01681,kox,Klebsiella michiganensis KCTC 1686,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T02173,koe,Klebsiella michiganensis E718,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T03188,koy,Klebsiella michiganensis HKOPL1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T03349,kom,Klebsiella michiganensis M1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T03782,kmi,Klebsiella michiganensis RC10,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T03269,kok,Klebsiella oxytoca KONIH1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T04534,koc,Klebsiella oxytoca CAV1374,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T01529,eae,Klebsiella aerogenes KCTC 2190,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T02447,ear,Klebsiella aerogenes EA1509E,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T05751,kll,Klebsiella sp. LTGPAF-6F,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T05915,klw,Klebsiella huaxiensis,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T07696,kar,Klebsiella africana,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T07992,kgr,Klebsiella grimontii,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T08655,kpas,Klebsiella pasteurii,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T08882,klc,Klebsiella sp. CTHL.F3a,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T09148,klm,Klebsiella sp. M5al,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T06174,ree,Klebsiella electrica,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T10508,klp,Klebsiella sp. MPUS7,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T11064,klx,Klebsiella sp. PCX,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Klebsiella
T02625,ror,Raoultella ornithinolytica B6,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Raoultella
T03629,ron,Raoultella ornithinolytica S12,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Raoultella
T05298,rpln,Raoultella planticola,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Raoultella
T05540,rao,Raoultella sp. X13,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Raoultella
T06046,rtg,Raoultella terrigena,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Raoultella
T01145,cro,Citrobacter rodentium,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T00592,cko,Citrobacter koseri,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T03077,cfd,Citrobacter freundii CFNIH1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T04825,cbra,Citrobacter braakii,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T05129,cwe,Citrobacter werkmanii,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T05526,cyo,Citrobacter youngae,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T06238,cpot,Citrobacter portucalensis,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T06381,cfq,Citrobacter freundii complex sp. CFNIH3,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T07832,csed,Citrobacter sedlakii,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T03934,cama,Citrobacter amalonaticus Y19,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T04738,caf,Citrobacter amalonaticus FDAARGOS_165,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T04313,cif,Citrobacter sp. FDAARGOS_156,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T05012,cfar,Citrobacter farmeri,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T05324,cir,Citrobacter sp. CFNIH10,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T05520,cie,Citrobacter sp. CRE-46,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T05874,cpar,Citrobacter pasteurii,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T07059,ctel,Citrobacter telavivensis,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T07250,citz,Citrobacter tructae,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T07503,cars,Citrobacter arsenatis,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T09034,cix,Citrobacter sp. XT1-2-2,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T09275,cib,Citrobacter sp. TSA-1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T09732,cens,Citrobacter enshiensis,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T10487,citr,Citrobacter sp. LUTT5,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T10692,ciq,Citrobacter sp. TBCP-5362,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T10856,ciy,Citrobacter sp. Y3,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Citrobacter
T00138,bfl,Candidatus Blochmanniella floridana,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Blochmanniella
T00272,bpn,Candidatus Blochmanniella pennsylvanica,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Blochmanniella
T01398,bva,Candidatus Blochmanniella vafra,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Blochmanniella
T02430,bchr,Candidatus Blochmanniella chromaiodes,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Blochmanniella
T08425,bhb,Candidatus Blochmanniella camponoti,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Blochmanniella
T08509,bvx,Candidatus Blochmannia vicinus (nom. nud.),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Blochmanniella
T03906,ben,Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus 757,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Blochmanniella
T03907,bed,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri 675,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Blochmanniella
T07558,bec,Blochmannia endosymbiont of Colobopsis nipponica,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Blochmanniella
T08359,bem,Blochmannia endosymbiont of Camponotus modoc,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Blochmanniella
T08515,bocr,Candidatus Blochmannia ocreatus (nom. nud.),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Blochmanniella
T09022,wca,Candidatus Westeberhardia cardiocondylae,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Westeberhardia
T00911,hde,Candidatus Hamiltonella defensa (Acyrthosiphon pisum),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Williamhamiltonella
T02199,sect,Secondary endosymbiont of Ctenarytaina eucalypti,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;unclassified aphid symbionts
T02336,sehc,Secondary endosymbiont of Heteropsylla cubana,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;unclassified aphid symbionts
T04494,senm,Secondary endosymbiont of Trabutina mannipara,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;unclassified mealybug symbionts
T01218,rip,Candidatus Riesia pediculicola,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Riesia
T04782,rig,Candidatus Riesia sp. GBBU,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Riesia
T10207,rped,Candidatus Riesia pediculischaeffi,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Riesia
T01562,men,Candidatus Moranella endobia PCIT,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Moranella
T02613,meo,Candidatus Moranella endobia PCVAL,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Moranella
T02111,ebt,Shimwellia blattae,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Shimwellia
T03298,cnt,Cedecea neteri SSMD04,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Cedecea
T03328,cem,Cedecea neteri M006,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Cedecea
T03337,cen,Cedecea neteri ND14a,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Cedecea
T05810,clap,Cedecea lapagei,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Cedecea
T03300,pge,Pluralibacter gergoviae,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Pluralibacter
T01342,esc,Enterobacter lignolyticus SCF1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Pluralibacter
T04198,kle,Enterobacter lignolyticus G5,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Pluralibacter
T03601,ksa,Kosakonia sacchari,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kosakonia
T04433,kor,Kosakonia oryzae,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kosakonia
T04579,krd,Kosakonia radicincitans,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kosakonia
T04691,kco,Kosakonia cowanii,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kosakonia
T05734,kot,Kosakonia sp. CCTCC M2018092,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kosakonia
T06897,kpse,Kosakonia pseudosacchari,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kosakonia
T08549,kob,Kosakonia sp. SMBL-WEM22,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kosakonia
T08786,koo,Kosakonia oryzendophytica,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kosakonia
T09986,kou,Kosakonia sp. MUSA4,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kosakonia
T10644,kca,Kosakonia calanthes,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kosakonia
T06042,kie,Kluyvera intermedia,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kluyvera
T06881,kas,Kluyvera ascorbata,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kluyvera
T08589,klu,Kluyvera sp. CRP,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kluyvera
T09399,kcy,Kluyvera cryocrescens,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kluyvera
T11119,kgn,Kluyvera genomosp. 3,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Kluyvera
T04149,icp,Candidatus Ishikawaella capsulata,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Ishikawella
T04232,lax,Leclercia adecarboxylata,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Leclercia
T05297,lei,Leclercia sp. LSNIH1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Leclercia
T05316,leh,Leclercia sp. LSNIH3,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Leclercia
T05987,lee,Leclercia sp. W17,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Leclercia
T06321,ler,Leclercia sp. Colony189,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Leclercia
T06440,lea,Leclercia sp. J807,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Leclercia
T08189,lpnu,Leclercia pneumoniae,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Leclercia
T08905,ley,Leclercia sp. W6,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Leclercia
T04400,laz,Lelliottia amnigena,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Lelliottia
T05035,lef,Lelliottia jeotgali,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Lelliottia
T05398,lew,Lelliottia sp. WB101,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Lelliottia
T05676,buf,Buttiauxella sp. 3AFRM03,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Buttiauxella
T06676,bage,Buttiauxella agrestis,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Buttiauxella
T08104,bft,Buttiauxella ferragutiae,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Buttiauxella
T09954,bsel,Buttiauxella selenatireducens,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Buttiauxella
T03624,sbw,Candidatus Tachikawaea gelatinosa,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Tachikawaea
T04480,den,Candidatus Doolittlea endobia,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Doolittlea
T04484,hed,Candidatus Hoaglandella endobia,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Hoaglandella
T04502,ged,Candidatus Gullanella endobia,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Gullanella
T04510,cmik,Candidatus Mikella endobia,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Mikella
T05580,ppet,Candidatus Purcelliella pentastirinorum,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Purcelliella
T07463,sym,Symbiopectobacterium purcellii,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Symbiopectobacterium
T07601,apin,Candidatus Annandia pinicola,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Annandia
T09876,aade,Candidatus Annandia adelgestsuga,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Annandia
T05790,ahn,Atlantibacter hermannii,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Atlantibacter
T08300,asub,Atlantibacter subterraneus,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Atlantibacter
T06519,yre,Yokenella regensburgei,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yokenella
T06630,sgoe,Scandinavium goeteborgense,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Scandinavium
T03950,kin,Phytobacter ursingii,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Phytobacter
T06586,pdz,Phytobacter diazotrophicus,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Phytobacter
T05735,mety,Phytobacter sp. MRY16-398,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Phytobacter
T05975,izh,Jejubacter calystegiae,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Jejubacter
T07286,ptf,Candidatus Profftia tarda,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Profftia
T07821,plar,Candidatus Profftia lariciata,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Profftia
T07486,sny,Candidatus Schneideria nysicola,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Schneideria
T04378,pshi,Plesiomonas shigelloides,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Plesiomonas
T07750,psgc,Pseudocitrobacter corydidari,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Pseudocitrobacter
T08544,scol,Siccibacter colletis,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Siccibacter
T08658,pvj,Pseudescherichia vulneris,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Pseudescherichia
T08896,supe,Superficieibacter sp. HKU1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Superficieibacter
T09053,toe,Trabulsiella odontotermitis,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Trabulsiella
T09955,aapt,Apirhabdus apintestini,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Apirhabdus
T10640,mphg,Mangrovibacter phragmitis,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Mangrovibacter
T10797,fpul,Franconibacter pulveris,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Franconibacter
T02431,ebf,Enterobacteriaceae bacterium FGI 57,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;unclassified Enterobacteriaceae
T05417,ebc,Enterobacteriaceae bacterium ENNIH2,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;unclassified Enterobacteriaceae
T05725,ebu,Enterobacteriaceae bacterium S05,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;unclassified Enterobacteriaceae
T09572,ebb,Enterobacteriaceae bacterium bta3-1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;unclassified Enterobacteriaceae
T03051,psts,Plautia stali symbiont,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;unclassified Enterobacteriaceae
T07640,eep,Enterobacteriaceae endosymbiont of Plateumaris pusilla,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;unclassified Enterobacteriaceae
T07660,eem,Enterobacteriaceae endosymbiont of Macroplea mutica,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;unclassified Enterobacteriaceae
T00063,ype,Yersinia pestis CO92 (biovar Orientalis),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T00092,ypk,Yersinia pestis KIM10+ (biovar Mediaevalis),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T01874,yph,Yersinia pestis Harbin 35 (biovar Medievalis),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T00369,ypa,Yersinia pestis Antiqua (biovar Antiqua),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T00370,ypn,Yersinia pestis Nepal516 (biovar Antiqua),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T00165,ypm,Yersinia pestis 91001 (biovar Microtus),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T00505,ypp,Yersinia pestis Pestoides F (biovar Antiqua),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T00635,ypg,Yersinia pestis Angola,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T01210,ypz,Yersinia pestis Z176003,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T01831,ypt,Yersinia pestis A1122,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T01832,ypd,Yersinia pestis D106004,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T01833,ypx,Yersinia pestis D182038,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03716,ypw,Yersinia pestis PBM19,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03717,ypj,Yersinia pestis Harbin35,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03718,ypv,Yersinia pestis Shasta,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03719,ypl,Yersinia pestis El Dorado,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T00195,yps,Yersinia pseudotuberculosis IP 32953 (serotype I),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03832,ypo,Yersinia pseudotuberculosis IP 32953 (serotype 1),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T00570,ypi,Yersinia pseudotuberculosis IP 31758 (serotype O:1b),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T00665,ypy,Yersinia pseudotuberculosis YPIII (serotype O:3),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T00744,ypb,Yersinia pseudotuberculosis PB1/+ (serotype 1B),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03307,ypq,Yersinia pseudotuberculosis ATCC 6904,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03677,ypu,Yersinia pseudotuberculosis MD67,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03678,ypr,Yersinia pseudotuberculosis EP2/+,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03679,ypc,Yersinia pseudotuberculosis 1,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03846,ypf,Yersinia pseudotuberculosis PA3606,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T00469,yen,Yersinia enterocolitica subsp. enterocolitica 8081 (serotype 0:8),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T01480,yep,Yersinia enterocolitica subsp. palearctica 105.5R(r) (serotype:O:9),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T02010,yey,Yersinia enterocolitica subsp. palearctica Y11 (serotype:0:3),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03643,yew,Yersinia enterocolitica WA,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03644,yet,Yersinia enterocolitica 2516-87,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03890,yef,Yersinia enterocolitica FORC_002,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03739,yee,Yersinia enterocolitica (type O:5) YE53/03,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03057,ysi,Yersinia similis,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03605,yal,Yersinia aldovae,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03606,yfr,Yersinia frederiksenii,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03608,yin,Yersinia intermedia,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03609,ykr,Yersinia rochesterensis,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03610,yro,Yersinia rohdei,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03611,yru,Yersinia ruckeri YRB,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03887,yrb,Yersinia ruckeri Big Creek 74 (serotype O2),Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03994,yak,Yersinia aleksiciae,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T05402,yma,Yersinia massiliensis,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T05961,yhi,Yersinia hibernica CFS1934,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T03179,yel,Yersinia hibernica LC20,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T06446,yca,Yersinia canariae,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
T06716,ymo,Yersinia mollaretii,Prokaryotes,Prokaryotes;Bacteria;Enterobacteria;Yersinia
